#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
JAAYCJ010000321.1    -         lina-combo-v1        -          cm        1       56     2831     2779      -    no    1 0.75   0.1   55.3   0.00021 !   Phycisphaerae bacterium isolate AS06rmzACSIP_418 543678_AS06, whole genome shotgun sequence
NZ_VMSC01000001.1    -         lina-combo-v1        -          cm        1       56  5908991  5908957      -    no    1 0.74   0.0   26.1   8.3e+02 !   Nocardioides sp. SAI-095 Ga0222408_11, whole genome shotgun sequence
DFAP01000082.1       -         lina-combo-v1        -          cm        3       56     1830     1771      -    no    1 0.48   0.0   26.1   8.3e+02 !   MAG TPA_asm: Pelotomaculum sp. UBA3103 UBA3103_contig_3011, whole genome shotgun sequence
NZ_JAAEEB010000010.1 -         lina-combo-v1        -          cm        1       56    56417    56366      -    no    1 0.40   0.0   26.1   8.3e+02 !   Lactobacillus melliventris strain ESL0393 Ga0227359_1010, whole genome shotgun sequence
RFJV01000108.1       -         lina-combo-v1        -          cm        1       56     7473     7429      -    no    1 0.80   0.7   26.1   8.4e+02 !   Chloroflexi bacterium isolate J111 k99_76443, whole genome shotgun sequence
NZ_CYPR01000046.1    -         lina-combo-v1        -          cm        1       56    35398    35365      -    no    1 0.71   0.0   26.1   8.4e+02 !   Jannaschia seosinensis strain CECT 7799, whole genome shotgun sequence
JADKHR010000001.1    -         lina-combo-v1        -          cm        1       56  2420434  2420484      +    no    1 0.75   0.0   26.1   8.4e+02 !   Elusimicrobia bacterium isolate Skiv_18-Q3-R9-52_BATAC.164 tig00000199-10-27447060, whole genome shotgun sequence
NZ_BCNQ01000068.1    -         lina-combo-v1        -          cm        1       56     7941     7983      +    no    1 0.74   0.0   26.1   8.4e+02 !   Piscicoccus intestinalis NBRC 104926, whole genome shotgun sequence
NZ_AUEC01000023.1    -         lina-combo-v1        -          cm        1       56    91169    91221      +    no    1 0.68   0.0   26.1   8.4e+02 !   Pseudomonas taiwanensis DSM 21245 H620DRAFT_scaffold00017.17_C, whole genome shotgun sequence
NZ_CP072649.1        -         lina-combo-v1        -          cm        1       56   402744   402804      +    no    1 0.74   0.1   26.1   8.5e+02 !   Chloracidobacterium sp. BV2-C chromosome 2, complete sequence
DKEM01000006.1       -         lina-combo-v1        -          cm        1       56   338832   338893      +    no    1 0.68   0.0   26.1   8.5e+02 !   TPA_asm: Pseudomonas stutzeri isolate UBA6822 UBA6822_contig_10, whole genome shotgun sequence
LT984854.1           -         lina-combo-v1        -          cm        1       56  2055608  2055655      +    no    1 0.48   0.0   26.1   8.6e+02 !   uncultured Desulfobacterium sp. isolate TRIP AH-1 genome assembly, scaffold: PITCH_a_scaffold1, whole genome shotgun sequence
NZ_BMES01000002.1    -         lina-combo-v1        -          cm        1       56   444190   444149      -    no    1 0.71   0.0   26.1   8.6e+02 !   Alsobacter metallidurans strain CGMCC 1.12214 sequence2, whole genome shotgun sequence
JAENVU010000440.1    -         lina-combo-v1        -          cm        1       56     1833     1881      +    no    1 0.69   0.0   26.0   8.6e+02 !   Acidimicrobiia bacterium isolate 3_4_m_bin14 c_000003695254, whole genome shotgun sequence
CAIKLM010000143.1    -         lina-combo-v1        -          cm        1       56     7588     7533      -    no    1 0.77   0.1   26.0   8.6e+02 !   uncultured beta proteobacterium isolate ErkenSummer_bin-1601 genome assembly, contig: bin-1601:143/182, whole genome shotgun sequence
MGZO01000129.1       -         lina-combo-v1        -          cm        1       56    56469    56543      +    no    1 0.61   0.0   26.0   8.7e+02 !   Hydrogenophilales bacterium RIFOXYD1_FULL_62_11 rifoxyd1_full_scaffold_901, whole genome shotgun sequence
JAAYEC010000066.1    -         lina-combo-v1        -          cm        1       56      206      253      +    no    1 0.69   0.0   26.0   8.7e+02 !   Deltaproteobacteria bacterium isolate AS06rmzACSIP_61 618740_AS06, whole genome shotgun sequence
VAXH01000021.1       -         lina-combo-v1        -          cm        1       56     9614     9654      +    no    1 0.63   0.0   26.0   8.7e+02 !   Actinobacteria bacterium isolate AC_27 14_0919_09_20cm_scaffold_1128, whole genome shotgun sequence
JAAZNR010000265.1    -         lina-combo-v1        -          cm        1       56     4407     4443      +    no    1 0.73   0.0   26.0   8.7e+02 !   Thermogutta sp. isolate AS27yjCOA_190 33034_AS27, whole genome shotgun sequence
WGNN01000036.1       -         lina-combo-v1        -          cm        1       56    12907    12959      +    no    1 0.55   0.0   26.0   8.8e+02 !   Bacterium isolate RI_201 c_000000002363, whole genome shotgun sequence
NZ_CP026538.1        -         lina-combo-v1        -          cm        1       56  3762616  3762669      +    no    1 0.80   1.3   26.0   8.8e+02 !   Desulfovibrio carbinolicus strain DSM 3852 chromosome, complete genome
NZ_QJJS01000028.1    -         lina-combo-v1        -          cm        1       56    32150    32204      +    no    1 0.75   0.1   26.0   8.8e+02 !   Sphaerotilus hippei strain DSM 566 Ga0215648_128, whole genome shotgun sequence
NZ_NJGY01000001.1    -         lina-combo-v1        -          cm        1       56   552326   552275      -    no    1 0.60   0.0   26.0   8.8e+02 !   Janthinobacterium sp. PC23-8 NODE_1_length_3492051_cov_246.704, whole genome shotgun sequence
CACZPI010000018.1    -         lina-combo-v1        -          cm        1       56    26250    26305      +    no    1 0.70   0.0   26.0   8.9e+02 !   uncultured Ruminococcus sp. isolate RUG12829 genome assembly, contig: RUG12829_asm_18, whole genome shotgun sequence
NZ_QVAI01000019.1    -         lina-combo-v1        -          cm        1       56   104225   104176      -    no    1 0.78   0.3   26.0     9e+02 !   Jiangella endophytica strain KE2-3 19, whole genome shotgun sequence
NZ_LROM01000121.1    -         lina-combo-v1        -          cm        1       56    14080    14029      -    no    1 0.67   0.0   26.0     9e+02 !   Duganella phyllosphaerae strain T54 DUPY_contig000121, whole genome shotgun sequence
NZ_VDND01000001.1    -         lina-combo-v1        -          cm        1       56   791858   791810      -    no    1 0.73   0.0   26.0     9e+02 !   Pseudomonas psychrotolerans strain DE0602 NODE_1_length_908257_cov_20.324672, whole genome shotgun sequence
NZ_JAFLNC010000001.1 -         lina-combo-v1        -          cm        1       56   460399   460367      -    no    1 0.67   0.0   26.0     9e+02 !   Sneathiella sp. CAU 1612 contig1, whole genome shotgun sequence
NZ_JSYZ01000027.1    -         lina-combo-v1        -          cm        1       56    76254    76195      -    no    1 0.62   0.0   26.0   9.1e+02 !   Pseudomonas fuscovaginae strain IRRI 6609 Pf_IRRI_6609_contig_27.27, whole genome shotgun sequence
CADBBB010000076.1    -         lina-combo-v1        -          cm        1       56     5195     5116      -    no    1 0.47   0.0   25.9   9.1e+02 !   uncultured Spirochaetaceae bacterium isolate RUG13809 genome assembly, contig: RUG13809_asm_76, whole genome shotgun sequence
NZ_BHZC01000001.1    -         lina-combo-v1        -          cm        1       56  8719087  8719145      +    no    1 0.73   1.1   25.9   9.1e+02 !   Streptomyces chrestomyceticus JCM 4735 strain NBRC 13444 sequence1, whole genome shotgun sequence
JADBJJ010000027.1    -         lina-combo-v1        -          cm        1       56   179169   179228      +    no    1 0.75   0.1   25.9   9.2e+02 !   Chloroflexi bacterium isolate Tumba.bins.32 NODE_38_length_398297_cov_156.142, whole genome shotgun sequence
NZ_FNYY01000001.1    -         lina-combo-v1        -          cm        1       56   452454   452499      +    no    1 0.78   0.2   25.9   9.2e+02 !   Marinovum algicola strain FF3, whole genome shotgun sequence
NZ_FOBS01000004.1    -         lina-combo-v1        -          cm        1       56   207085   207136      +    no    1 0.58   0.0   25.9   9.2e+02 !   Syntrophus gentianae strain DSM 8423, whole genome shotgun sequence
NZ_JQKG01000063.1    -         lina-combo-v1        -          cm        1       56     3809     3860      +    no    1 0.75   0.1   25.9   9.2e+02 !   Deinococcus misasensis DSM 22328 Q371DRAFT_scaffold00058.58_C, whole genome shotgun sequence
WLIV01000027.1       -         lina-combo-v1        -          cm        1       56     8489     8437      -    no    1 0.72   0.0   25.9   9.2e+02 !   Actinobacteria bacterium isolate UFOp-RH-14apr17-266 RH-14apr17-266-c27, whole genome shotgun sequence
NZ_MAXA01000191.1    -         lina-combo-v1        -          cm        1       56    22711    22659      -    no    1 0.74   0.1   25.9   9.2e+02 !   Frankia soli strain NRRL B-16219 contig_27, whole genome shotgun sequence
NZ_AP022573.1        -         lina-combo-v1        -          cm        1       56  1447767  1447819      +    no    1 0.70   0.0   25.9   9.2e+02 !   Mycobacterium saskatchewanense strain JCM 13016 chromosome, complete genome
NZ_LT594324.1        -         lina-combo-v1        -          cm        1       56  6498507  6498443      -    no    1 0.75   0.3   25.9   9.2e+02 !   Micromonospora narathiwatensis strain DSM 45248 chromosome I
NZ_QUBR01000002.1    -         lina-combo-v1        -          cm        1       56   594760   594820      +    no    1 0.67   0.0   25.9   9.2e+02 !   Aeromicrobium sp. M2KJ-4 Scaffold2, whole genome shotgun sequence
JAFLEI010000006.1    -         lina-combo-v1        -          cm        1       56    22412    22351      -    no    1 0.69   0.3   25.9   9.3e+02 !   Verrucomicrobia bacterium isolate UWPOB_VERRUCO4 gnl_X_EBJCEAFM_6, whole genome shotgun sequence
NZ_PDIX01000446.1    -         lina-combo-v1        -          cm        1       56     2885     2936      +    no    1 0.77   0.1   25.9   9.3e+02 !   Streptomyces sp. Ru87 NODE_28_length_43799_cov_58.8577_ID_12705, whole genome shotgun sequence
NZ_JACIIZ010000011.1 -         lina-combo-v1        -          cm        1       56   193726   193670      -    no    1 0.70   0.0   25.9   9.3e+02 !   Nitrospirillum iridis strain DSM 22198 Ga0373326_11, whole genome shotgun sequence
REDV01000050.1       -         lina-combo-v1        -          cm        1       56    27726    27787      +    no    1 0.53   0.0   25.9   9.3e+02 !   Cryomorphaceae bacterium isolate GEM2.Bin46 NODE_732_length_42820_cov_20.7963, whole genome shotgun sequence
NZ_SHKW01000001.1    -         lina-combo-v1        -          cm        1       56  3468860  3468801      -    no    1 0.65   0.0   25.9   9.4e+02 !   Edaphobacter modestus strain DSM 18101 Ga0242575_11, whole genome shotgun sequence
VGSH01000008.1       -         lina-combo-v1        -          cm        1       56    18110    18168      +    no    1 0.61   0.0   25.9   9.5e+02 !   Deltaproteobacteria bacterium isolate K_DeepCast_150m_m1_356 K_DeepCast_150m_m1_356_Ga0194126_10000868, whole genome shotgun sequence
JADJHR010000003.1    -         lina-combo-v1        -          cm        1       56   579940   579890      -    no    1 0.75   0.0   25.9   9.5e+02 !   Rubrivivax sp. isolate Ega_18-Q3-R5-49_BATAC.212 tig00000624-10-9515350, whole genome shotgun sequence
JAEMRO010000004.1    -         lina-combo-v1        -          cm        1       56    40855    40901      +    no    1 0.66   0.0   25.9   9.5e+02 !   Brevundimonas sp. isolate SupBloom_Metag_061 NODE_134_length_74160_cov_36.620255, whole genome shotgun sequence
DJWE01000039.1       -         lina-combo-v1        -          cm        1       56    30753    30711      -    no    1 0.74   0.0   25.9   9.5e+02 !   TPA_asm: Propionibacteriaceae bacterium UBA6238 UBA6238_contig_71385, whole genome shotgun sequence
NZ_BMUT01000006.1    -         lina-combo-v1        -          cm        1       56    72599    72659      +    no    1 0.64   0.0   25.8   9.6e+02 !   Streptomyces hiroshimensis strain JCM 4586 sequence06, whole genome shotgun sequence
NZ_BONF01000044.1    -         lina-combo-v1        -          cm        1       56    70154    70103      -    no    1 0.62   0.0   25.8   9.6e+02 !   Catellatospora bangladeshensis strain NBRC 107357 sequence044, whole genome shotgun sequence
NZ_LJJF01000002.1    -         lina-combo-v1        -          cm        1       56   739735   739787      +    no    1 0.77   0.5   25.8   9.7e+02 !   Streptomyces sp. MJM8645 8645_contig2_contig000001, whole genome shotgun sequence
PWGF01000065.1       -         lina-combo-v1        -          cm        1       56     8124     8161      +    no    1 0.68   0.0   25.8   9.7e+02 !   Spirochaetaceae bacterium isolate T1Sed10_196 T1-Sed10-C2967, whole genome shotgun sequence
PFFX01000113.1       -         lina-combo-v1        -          cm        1       56     4913     4852      -    no    1 0.58   0.0   25.8   9.8e+02 !   Rhodobacterales bacterium CG15_BIG_FIL_POST_REV_8_21_14_020_59_13 CG15_8_21_14_0.20_scaffold_6923_c, whole genome shotgun sequence
NZ_AROI01000021.1    -         lina-combo-v1        -          cm        1       56    26556    26620      +    no    1 0.54   0.0   25.8   9.8e+02 !   Pseudomonas pelagia CL-AP6 111.KCCM90073.1_21, whole genome shotgun sequence
MGYJ01000017.1       -         lina-combo-v1        -          cm        1       56    21725    21768      +    no    1 0.70   0.0   25.8   9.8e+02 !   Gammaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_63_22 rifcsphigho2_12_scaffold_156, whole genome shotgun sequence
NZ_SGWS01000005.1    -         lina-combo-v1        -          cm        1       56   187803   187763      -    no    1 0.66   0.0   25.8   9.8e+02 !   Variovorax sp. BK460 Ga0307688_105, whole genome shotgun sequence
PEWW01000179.1       -         lina-combo-v1        -          cm       23       56        1       33      +    5'    2 0.55   0.0   25.8   9.8e+02 !   Candidatus Omnitrophica bacterium CG07_land_8_20_14_0_80_50_8 CG07_land_8_20_14_0.80_scaffold_20589_c, whole genome shotgun sequence
NZ_VJWA01000001.1    -         lina-combo-v1        -          cm        1       56  1200240  1200309      +    no    1 0.71   0.1   25.8   9.9e+02 !   Sandarakinorhabdus sp. LB1R16 NODE_1_length_1948859_cov_164.405992, whole genome shotgun sequence
NZ_PYWX01000007.1    -         lina-combo-v1        -          cm        1       56    69142    69197      +    no    1 0.61   0.0   25.8   9.9e+02 !   Pseudomonas palleroniana strain LMG 23076 288, whole genome shotgun sequence
LR655699.1           -         lina-combo-v1        -          cm        1       56    43153    43208      +    no    1 0.66   0.0   25.8     1e+03 !   Mycobacterium tilburgii strain MEPHI genome assembly, scaffold: scaffold00010, whole genome shotgun sequence
NZ_CM007717.1        -         lina-combo-v1        -          cm        1       56  1092657  1092593      -    no    1 0.65   0.0   25.8     1e+03 !   Streptomyces antibioticus strain DSM 41481 chromosome, whole genome shotgun sequence
