#target name         accession query name           accession mdl mdl from   mdl to seq from   seq to strand trunc pass   gc  bias  score   E-value inc description of target
#------------------- --------- -------------------- --------- --- -------- -------- -------- -------- ------ ----- ---- ---- ----- ------ --------- --- ---------------------
NZ_SEIL01000087.1    -         nhaA-I               RF03057    cm        1       55      289      239      -    no    1 0.49   0.0   51.0   8.5e-07 !   Acinetobacter lwoffii strain AL_065 NODE_83_length_12254_cov_23.0646, whole genome shotgun sequence
NZ_PEDB01000108.1    -         nhaA-I               RF03057    cm       41       50     6441     6432      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Mycobacterium marinum strain DSM 43519 DSM43519_contig000108, whole genome shotgun sequence
NZ_JAGWDW010000138.1 -         nhaA-I               RF03057    cm       41       50       72       63      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Rhodococcus qingshengii strain 4OW NODE_142_length_241_cov_0.902439, whole genome shotgun sequence
NZ_CABGVC010000004.1 -         nhaA-I               RF03057    cm       41       50   151087   151096      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Klebsiella pneumoniae strain 4928STDY7071672, whole genome shotgun sequence
NZ_CABKNY010000008.1 -         nhaA-I               RF03057    cm       41       50   138943   138952      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Citrobacter youngae isolate MGYG-HGUT-01317, whole genome shotgun sequence
NZ_WJWO01000015.1    -         nhaA-I               RF03057    cm       41       50    73150    73141      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Klebsiella pneumoniae strain CriePir26 NODE_15_length_177607_cov_55.1256, whole genome shotgun sequence
NZ_WIWM01001534.1    -         nhaA-I               RF03057    cm       41       50      180      189      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Pseudomonas sp. FSL R10-0071 NODE_1534_length_252_cov_1.262857, whole genome shotgun sequence
NZ_CDMV01000056.1    -         nhaA-I               RF03057    cm       41       50   120388   120397      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Klebsiella variicola strain 801, whole genome shotgun sequence
NZ_PYUR01000033.1    -         nhaA-I               RF03057    cm       41       50   478478   478487      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Salmonella enterica subsp. enterica serovar Typhimurium strain OLF-FSR1-ST-44 4, whole genome shotgun sequence
NZ_QDLQ01000001.1    -         nhaA-I               RF03057    cm       41       50   440574   440583      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Salmonella enterica strain 235 NODE_1_length_482703_cov_16.5405, whole genome shotgun sequence
NZ_JTCJ01000282.1    -         nhaA-I               RF03057    cm       41       50     4400     4391      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Pseudomonas putida strain SQ1 Contig_772_PpSQ1, whole genome shotgun sequence
NZ_JYOF01000024.1    -         nhaA-I               RF03057    cm       41       50    67783    67774      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Pseudomonas sp. 2(2015) contig25, whole genome shotgun sequence
NZ_WJWO01000001.1    -         nhaA-I               RF03057    cm       41       50    49310    49319      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Klebsiella pneumoniae strain CriePir26 NODE_1_length_350888_cov_56.4399, whole genome shotgun sequence
NZ_ACJD01000006.1    -         nhaA-I               RF03057    cm       41       50   779429   779420      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Brucella ceti str. Cudo chromosome II VBI00082_1, whole genome shotgun sequence
NZ_LHMF01000017.1    -         nhaA-I               RF03057    cm       41       50   126444   126453      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N51240 N51240_contig_17, whole genome shotgun sequence
NZ_LHNW01000001.1    -         nhaA-I               RF03057    cm       41       50   240189   240198      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N51287 N51287_contig_1, whole genome shotgun sequence
NZ_LHLX01000054.1    -         nhaA-I               RF03057    cm       41       50    25639    25648      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N50442 N50442_contig_54, whole genome shotgun sequence
NZ_LHLF01000020.1    -         nhaA-I               RF03057    cm       41       50   240189   240198      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N50420 N50420_contig_20, whole genome shotgun sequence
NZ_LHMA01000007.1    -         nhaA-I               RF03057    cm       41       50   240189   240198      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Salmonella enterica subsp. enterica serovar 4,5,12:i:- strain CVM N50445 N50445_contig_7, whole genome shotgun sequence
NZ_CDMV01000021.1    -         nhaA-I               RF03057    cm       41       50    21060    21069      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Klebsiella variicola strain 801, whole genome shotgun sequence
NZ_JAFFPQ010000001.1 -         nhaA-I               RF03057    cm       41       50  1827581  1827590      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Flagellatimonas centrodinii strain R2A-3 contig1, whole genome shotgun sequence
NZ_JAOA01000004.1    -         nhaA-I               RF03057    cm       41       50   474584   474575      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Mycobacterium kansasii 662 gmk662.contig.3, whole genome shotgun sequence
NZ_MLFE01000001.1    -         nhaA-I               RF03057    cm       41       50   114083   114074      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Pantoea allii strain LMG 24248 Contig0001_, whole genome shotgun sequence
NZ_CDMV01000004.1    -         nhaA-I               RF03057    cm       41       50   271263   271272      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Klebsiella variicola strain 801, whole genome shotgun sequence
NZ_CABGVC010000005.1 -         nhaA-I               RF03057    cm       41       50   208959   208968      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Klebsiella pneumoniae strain 4928STDY7071672, whole genome shotgun sequence
NZ_NQXZ01000099.1    -         nhaA-I               RF03057    cm       41       50    51919    51910      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Pseudomonas congelans strain RMX815.1a seq115_Contig101, whole genome shotgun sequence
NZ_NQYB01000033.1    -         nhaA-I               RF03057    cm       41       50    51907    51898      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Pseudomonas congelans strain DM2.1.12.02A seq96_Contig34, whole genome shotgun sequence
NZ_WJWO01000003.1    -         nhaA-I               RF03057    cm       41       50   209781   209790      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Klebsiella pneumoniae strain CriePir26 NODE_3_length_305895_cov_55.8583, whole genome shotgun sequence
NZ_UTIQ01000046.1    -         nhaA-I               RF03057    cm       41       50      156      147      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Pseudomonas viridiflava isolate p13.H9, whole genome shotgun sequence
NZ_UWCM01000016.1    -         nhaA-I               RF03057    cm       41       50      106      115      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Pseudomonas viridiflava isolate p7.H6, whole genome shotgun sequence
NZ_CDMV01000001.1    -         nhaA-I               RF03057    cm       41       50   314776   314785      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Klebsiella variicola strain 801, whole genome shotgun sequence
NZ_LWEP01000467.1    -         nhaA-I               RF03057    cm       41       50       77       68      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Sulfitobacter sp. HI0021 HI0021_c579, whole genome shotgun sequence
NZ_MRZP01000026.1    -         nhaA-I               RF03057    cm       41       50    10208    10217      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Aeromonas allosaccharophila strain CCM 4363 NODE_26_length_69092_cov_73.8452_ID_51, whole genome shotgun sequence
NZ_JYOF01000005.1    -         nhaA-I               RF03057    cm       41       50     1558     1549      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Pseudomonas sp. 2(2015) contig5, whole genome shotgun sequence
NZ_JYOF01000018.1    -         nhaA-I               RF03057    cm       41       50    65034    65043      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Pseudomonas sp. 2(2015) contig18, whole genome shotgun sequence
NZ_BADM01000014.1    -         nhaA-I               RF03057    cm       41       50    13949    13958      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Enterobacter sp. B509, whole genome shotgun sequence
NZ_MRVD01000005.1    -         nhaA-I               RF03057    cm       41       50   105953   105944      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Ensifer adhaerens strain X097 Scaffold5, whole genome shotgun sequence
NZ_VKZE01000432.1    -         nhaA-I               RF03057    cm       41       50      137      146      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Escherichia coli strain AS012247 AS012247_433, whole genome shotgun sequence
NZ_JAAVSD010000006.1 -         nhaA-I               RF03057    cm       41       50    85650    85659      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Levilactobacillus tujiorum strain HBUAS51329 Scaffold6, whole genome shotgun sequence
NZ_WJWO01000052.1    -         nhaA-I               RF03057    cm       41       50      737      728      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Klebsiella pneumoniae strain CriePir26 NODE_52_length_3881_cov_57.786, whole genome shotgun sequence
NZ_JAOA01000011.1    -         nhaA-I               RF03057    cm       41       50   107203   107194      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Mycobacterium kansasii 662 gmk662.contig.10, whole genome shotgun sequence
NZ_JAATEK010000153.1 -         nhaA-I               RF03057    cm       41       50      348      357      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Microbispora sp. CL1-1 153, whole genome shotgun sequence
NZ_PEDB01000048.1    -         nhaA-I               RF03057    cm       41       50   182494   182503      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Mycobacterium marinum strain DSM 43519 DSM43519_contig000048, whole genome shotgun sequence
NZ_SEIL01000010.1    -         nhaA-I               RF03057    cm       41       50    56373    56364      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Acinetobacter lwoffii strain AL_065 NODE_10_length_76999_cov_32.1552, whole genome shotgun sequence
NZ_VIRK01000153.1    -         nhaA-I               RF03057    cm       41       50      348      357      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Microbispora sp. SCL1-1 153, whole genome shotgun sequence
NZ_CABGVC010000006.1 -         nhaA-I               RF03057    cm       41       50   313765   313756      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Klebsiella pneumoniae strain 4928STDY7071672, whole genome shotgun sequence
NZ_CDMV01000035.1    -         nhaA-I               RF03057    cm       41       50    29963    29954      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Klebsiella variicola strain 801, whole genome shotgun sequence
NZ_MRZP01000003.1    -         nhaA-I               RF03057    cm       41       50    64575    64584      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Aeromonas allosaccharophila strain CCM 4363 NODE_3_length_160971_cov_91.5543_ID_5, whole genome shotgun sequence
NZ_JYOF01000004.1    -         nhaA-I               RF03057    cm       41       50   163268   163259      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Pseudomonas sp. 2(2015) contig4, whole genome shotgun sequence
NZ_BADM01000063.1    -         nhaA-I               RF03057    cm       41       50     2814     2805      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Enterobacter sp. B509, whole genome shotgun sequence
NZ_CAKZ01000173.1    -         nhaA-I               RF03057    cm       41       50    12885    12876      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Cronobacter dublinensis 1210, whole genome shotgun sequence
NZ_JAOA01000002.1    -         nhaA-I               RF03057    cm       41       50   320262   320271      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Mycobacterium kansasii 662 gmk662.contig.1, whole genome shotgun sequence
NZ_JADCMU010000682.1 -         nhaA-I               RF03057    cm       41       50      171      180      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Escherichia coli strain EF1-18-06-B NODE_688_length_252_cov_0.845714, whole genome shotgun sequence
NZ_VKYH01000485.1    -         nhaA-I               RF03057    cm       41       50      127      118      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Escherichia coli strain AS012277 AS012277_485, whole genome shotgun sequence
NZ_PEDB01000017.1    -         nhaA-I               RF03057    cm       41       50    10241    10232      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Mycobacterium marinum strain DSM 43519 DSM43519_contig000017, whole genome shotgun sequence
NZ_PEDB01000061.1    -         nhaA-I               RF03057    cm       41       50    48698    48689      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Mycobacterium marinum strain DSM 43519 DSM43519_contig000061, whole genome shotgun sequence
NZ_PEDB01000148.1    -         nhaA-I               RF03057    cm       41       50   296337   296328      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Mycobacterium marinum strain DSM 43519 DSM43519_contig000148, whole genome shotgun sequence
NZ_VARD01000080.1    -         nhaA-I               RF03057    cm       41       50      888      897      +    no    1 1.00   0.0    6.1   6.5e+04 ?   Acinetobacter baumannii strain AB166 B166_L1.R1.clean__paired__contig_86, whole genome shotgun sequence
NZ_VKUH01000314.1    -         nhaA-I               RF03057    cm       41       50       42       33      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Escherichia coli strain AS012419 AS012419_314, whole genome shotgun sequence
NZ_POEP01000542.1    -         nhaA-I               RF03057    cm       41       50      171      162      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Pseudomonas sp. GW460-13 NODE_542_length_278_cov_1.44776, whole genome shotgun sequence
NZ_QGNV01000572.1    -         nhaA-I               RF03057    cm       41       50       93       84      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Klebsiella pneumoniae strain HPCN17 Scaffold_626, whole genome shotgun sequence
NZ_JACJMT010000016.1 -         nhaA-I               RF03057    cm       41       50    44884    44893      +    no    1 1.00   0.0    6.1   6.5e+04 ?   UNVERIFIED_ORG: Rhizobium pisi strain 27/80 Ga0394392_16, whole genome shotgun sequence
NZ_JADLRJ010000055.1 -         nhaA-I               RF03057    cm       41       50      209      200      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Nocardia blacklockiae strain N-17 NODE_170_length_337_cov_0.328571, whole genome shotgun sequence
NZ_CAJEUN010000102.1 -         nhaA-I               RF03057    cm       41       50     2452     2443      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Mycobacterium tuberculosis variant bovis strain CSURQ1129, whole genome shotgun sequence
NZ_JACJNC010000028.1 -         nhaA-I               RF03057    cm       41       50    13568    13577      +    no    1 1.00   0.0    6.1   6.5e+04 ?   UNVERIFIED_ORG: Rhizobium esperanzae strain SEMIA 4002 Ga0394350_28, whole genome shotgun sequence
NZ_JACJMT010000010.1 -         nhaA-I               RF03057    cm       41       50   109770   109761      -    no    1 1.00   0.0    6.1   6.5e+04 ?   UNVERIFIED_ORG: Rhizobium pisi strain 27/80 Ga0394392_10, whole genome shotgun sequence
NZ_MRVD01000005.1    -         nhaA-I               RF03057    cm       41       50    53844    53835      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Ensifer adhaerens strain X097 Scaffold5, whole genome shotgun sequence
NZ_JAOA01000003.1    -         nhaA-I               RF03057    cm       41       50    40995    40986      -    no    1 1.00   0.0    6.1   6.5e+04 ?   Mycobacterium kansasii 662 gmk662.contig.2, whole genome shotgun sequence
